,conference,year,title,abstract
10,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,CEFM: A heuristic mesh segmentation method based on convexity estimation and fast marching,"Mesh segmentation is a fundamental way of shape analysis and understanding for 3D mesh models. In this paper, we propose an effective heuristic mesh segmentation algorithm, which is based on concave areas detection and heuristic 2-category classification via fast marching. The algorithm has several merits. First, the boundary between each pair of segments is close to the natural seams of 3D objects. Second, it is robust against pose variations and isometric transformations. Finally, our algorithm decomposes non-rigid 3D models into a set of rigid components in a short period of time and the procedure is fully automatic. Extensive experiments in this paper demonstrate that the proposed method outperforms the state of the art in mesh segmentation. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
11,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Recent developments in skin deformation for character animation,"Achieving realistic skin deformation efficiently is a very important task for character animation. With the development of skin deformation, the efficiency and effectiveness of character modelling and animation have been obviously enhanced. In this paper, we survey the recent literature on skin deformation according to three types of approaches: purely geometric, physics-based, and data driven. Especially we focus on the work since 2009. We review the problems they primarily tackles, the methodologies they applies, and the advantages and disadvantages they have. At last, we discuss directions for future research. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
12,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,A homotopy surface cutting using paths crossing in geodesic distance,"Topology is a property of surfaces that plays a major role in computer graphics. Processing or analysis between two surfaces generally requires both of them to be in same topology. There are many tools or applications such as parameterization or remeshing that require disk topology surfaces as input. Therefore, it is important to convert any surfaces to be same as a topological disk. The common procedure is to define a graph of edges inside the surface that should be split into two edges and to turn the surface into topological disk. We call it as homotopy cutting. Problems become more difficult when dealing with high genus surfaces such as a torus. Based on a novel method, we present an enhancement method to generate a cut graph in high-genus surface for homotopy cutting. By using geodesic properties of each edge, we can generate equally or more suitable edge-graph than original method while keeping similar performance and stability as original one. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
13,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,None,None
14,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Local changes in marching cubes to generate less degenerated triangles,"The Marching Cubes algorithm is widely used to generate surfaces from implicit functions. It builds a mesh of triangles but many degenerated ones happen to appear among them, which can make the mesh thus built unfit for many applications, like the Finite Element Method. To overcome this undesired behavior our work proposes changes on the triangle generation that are automatically generated by Marching Cubes inside each voxel. We first generate the polygon border inside each voxel that intersects the surface. Each polygon is tested so as to guarantee the need to insert a new vertex inside itself, the triangles being then generated according to each polygon properties in order to guarantee the best ratio between their sides and angles. The resulting triangles inside each voxel exhibit the best possible ratio between their dimensions, thus leading to a better mesh. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
15,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Point cloud structural parts extraction based on segmentation energy minimization,"In this work we consider 3D point sets, which in a typical setting represent unorganized point clouds. Segmentation of these point sets requires first to single out structural components of the unknown surface discretely approximated by the point cloud. Structural components, in turn, are surface patches approximating unknown parts of elementary geometric structures, such as planes, ellipsoids, spheres and so on. The approach used is based on level set methods computing the moving front of the surface and tracing the interfaces between different parts of it. Level set methods are widely recognized to be one of the most efficient methods to segment both 2D images and 3D medical images. Level set methods for 3D segmentation have recently received an increasing interest. We contribute by proposing a novel approach for raw point sets. Based on the motion and distance functions of the level set we introduce four energy minimization models, which are used for segmentation, by considering an equal number of distance functions specified by geometric features. Finally we evaluate the proposed algorithm on point sets simulating unorganized point clouds. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
16,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Reconstruction of relatively straight medium to long hair models using kinect sensors,"Most existing hair capturing methods reconstruct 3D hair models from multi-view stereo based on complex capturing systems composed of many digital cameras and light sources. In this paper, we introduce a novel hair capturing system using consumer RGB-D (Kinect sensors). Our capture system, consisting of three Kinect v2 sensors, is much simpler than previous hair capturing systems. We directly use the 3D point clouds captured by Kinect v2 sensors as the hair volume. Then we adopt a fast and robust image enhancement algorithm to adaptively improve the clarity of the hair strands geometry based on the estimated local strands orientation and frequency from the hair images captured by the Kinect colour sensors. In addition, we introduced a hair strand grow-and-connect algorithm to generate relatively complete hair strands. Furthermore, by projecting the 2D hair strands onto the 3D point clouds, we can obtain the corresponding 3D hair strands. The experimental results indicate that our method can generate plausible 3D models for long, relatively straight hair. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
17,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Probabilistic modeling of real-world scenes in a virtual environment,"In this paper we present an approach for the automated creation of real-world scenes in an virtual environment. Here we focus on human-robot interaction and collaboration in the industrial domain, with corresponding virtual object classes and inter-class constellations. As the basis for the sample generation process, we probabilistically model essential discrete and continuous object parameters, by adapting a generic mixed joint density function to distinct scene classes, in order to capture the specific inter- and intra-class dependencies. To provide a convenient way to assert these object interactions, we use a Bayesian Network for the representation of the density function, where dependencies can directly be modeled by the network layout. For the conditioned and uncertain descriptions of object translations, we use hierarchical Gaussian Mixture Models as geometrical sampling primitives in the 3D space. In our paper, we show how the combination of a Bayesian Network with these sampling primitives can directly be used for the automated collision avoidance of objects, during the sampling process. For the illustration of the applicability and usefulness of our approach, we instantiate the generic and abstract concept using an example with reduced complexity. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
18,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Mesh alignment using grid based PCA,"We present an algorithm for mesh alignment by performing Principal Components Analysis (PCA) on a set of nodes of a regular 3D grid. The use of a 3D lattice external to both inputs increases the robustness of PCA, particularly when dealing with meshes of different and possibly uneven vertex density. The proposed algorithm was tested on meshes that have undergone standard mesh processing operations such as smoothing, simplification and remeshing. In several cases the results indicate an improved robustness compared to performing PCA directly on mesh vertices. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
19,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Two-stage color texture synthesis using the structure tensor field,"Since reproducing the realism of the physical word is a major goal for computer graphics, color texture synthesis is important for rendering synthetic images and animations. Most of the existing synthesis techniques provide impressive results in many cases, but fail in difficult situations with large patterns, or with long range directional variations. Based on a previously developed two-stage structure/texture synthesis algorithm where the structure tensor is used to represent the structure layer, an extension to color texture synthesis is proposed. Two different methods are used for the computation of the color structure tensor field. An acceleration method for the proposed algorithm is also presented. Results show that the proposed approach successfully synthesizes the output texture in many situations where traditional algorithms fail to reproduce the exemplar's patterns and dynamics. These promising results pave the way towards 3D color textures synthesis showing multi-scale patterns. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
20,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Patch-based terrain synthesis,"In this paper, we present an intuitive and controllable patch-based technique for terrain synthesis. Our method is based on classical patch-based texture synthesis approaches. It generates a new terrain model by combining patches extracted from a given set of exemplars, providing a control performed by a low frequency guide, a categorization of exemplars, and a map for distributing these categories. Furthermore, we propose criteria to validate the input, some structures to accelerate the patch choice, and a metric based on the process, these structures, and some specificities of the data. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
21,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Illumination model for two-layer thin film structures,"To address the problem of visualizing the interference effects of objects with multilayer film structures such as soap bubbles, optical lenses and Morpho butterflies in the physics-based framework, a novel full-spectrum multilayer film interference method is presented. This method applies the multi-beam interference equation to effectively simulate the multiple reflection and transmission inside films, and calculate the composite reflectance and transmittance to model the amplitude and phase variations related to interference. The Fresnel coefficients used for metallic and dielectric films are introduced to explain the absorption of photons due to the film materials, and the microfacet scattering factor is also applied to simulate the complex optical effects such as the isotropic and anisotropic phenomena caused by the roughness of the surface geometry. This method is integrated into the existing ray tracer to further enhance the photorealistically rendering capabilities. The experimental results demonstrate that our method can efficiently model the phase and amplitude information of wave to generate high-quality realistic interference effects. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
22,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Interactive rendering and stylization of transportation networks using distance fields,"Transportation networks, such as streets, railroads or metro systems, constitute primary elements in cartography for reckoning and navigation. In recent years, they have become an increasingly important part of 3D virtual environments for the interactive analysis and communication of complex hierarchical information, for example in routing, logistics optimization, and disaster management. A variety of rendering techniques have been proposed that deal with integrating transportation networks within these environments, but have so far neglected the many challenges of an interactive design process to adapt their spatial and thematic granularity (i.e., level-of-detail and level-of-abstraction) according to a user's context. This paper presents an efficient real-time rendering technique for the view-dependent rendering of geometrically complex transportation networks within 3D virtual environments. Our technique is based on distance fields using deferred texturing that shifts the design process to the shading stage for real-time stylization. We demonstrate and discuss our approach by means of street networks using cartographic design principles for context-aware stylization, including view-dependent scaling for clutter reduction, contour-lining to provide figure-ground, handling of street crossings via shading-based blending, and task-dependent colorization. Finally, we present potential usage scenarios and applications together with a performance evaluation of our implementation. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
23,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Interactive relighting of virtual objects under environment lighting,"Current relighting applications often constrain one or several factors of the rendering equation to keep the rendering speed real-time. For example, visibility is often precalculated and animations are not allowed, changes in lighting are limited to simple rotation or the lighting is not very detailed. Other techniques compromise on quality and often coarsely tabulate BRDF functions. In order to solve these problems, some techniques have started to use spherical radial basis functions. However, solving the triple product integral does not guarantee interactivity. In order to dynamically change lighting conditions or alter scene geometry and materials, these three factors need to be converted to the SRBF representation in a fast manner. This paper presents a method to perform the SRBF data construction and rendering in real-time. To support dynamic high-frequency lighting, a multiscale residual transformation algorithm is applied. Area lights are detected through a peak detection algorithm. By using voxel cone tracing and a subsampling scheme, animated geometry casts soft shadows dynamically. We demonstrate the effectiveness of our method with a real-time application. Users can shine with multiple light sources onto a camera and the animated virtual scene is relit accordingly. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
24,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Automatic color-to-gray conversion for digital images in gradient domain,"Color-to-grayscale conversion for digital color images is widely used in many applications. In this paper an automatic gradient domain color-to-gray conversion method is described. By enhancing the luminance gradient with a modulated chromatic difference enhancement in CIELAB space, a gradient field is created to construct the resulting grayscale image using a Poisson equation solver. A sign function for the gradient is defined for isoluminance color images to keep correct color ordering. By introducing a structural similarity index measurement (SSIM), the main parameters of the method are automatically optimized in the sense of human vision. Therefore, this method can automatically produce artifact-free and salience-preserving grayscale images that coincide with human perception for the color difference. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
25,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Geometry batching using texture-arrays,"High-quality rendering of 3D virtual environments typically depends on high-quality 3D models with significant geometric complexity and texture data. One major bottleneck for real-time image-synthesis represents the number of state changes, which a specific rendering API has to perform. To improve performance, batching can be used to group and sort geometric primitives into batches to reduce the number of required state changes, whereas the size of the batches determines the number of required draw-calls, and therefore, is critical for rendering performance. For example, in the case of texture atlases, which provide an approach for efficient texture management, the batch size is limited by the efficiency of the texture-packing algorithm and the texture resolution itself. This paper presents a pre-processing approach and rendering technique that overcomes these limitations by further grouping textures or texture atlases and thus enables the creation of larger geometry batches. It is based on texture arrays in combination with an additional indexing schema that is evaluated at run-time using shader programs. This type of texture management is especially suitable for real-time rendering of large-scale texture-rich 3D virtual environments, such as virtual city and landscape models. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
26,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Accelerated ray tracing using r-trees,"Efficient ray tracing for rendering needs to minimize the number of redundant intersection tests between rays and geometric primitives. Hence, ray tracers usually employ spatial indexes to organize the scene to be rendered. The most popular ones for this purpose are currently kd-trees and bounding volume hierarchies, for they have been found to yield best performances and can be adapted to contemporary GPU architectures. These adaptations usually come along with costs for additional memory or preprocessing and comprise the employment of stackless traversal algorithms. R-trees are height-balanced spatial indexes with a fixed maximum number of children per node and were designed to reduce access to secondary memory. Although these properties make them compelling for GPU ray tracing, they have not been used in this context so far. In this article, we demonstrate how R-trees can accelerate ray tracing and their competitiveness for this task. Our method is based on two traversal schemes that exploit the regularity of R-trees and forgo preprocessing or alterations of the data structure, with the first algorithm being moreover stackless. We evaluate our approach in implementations for CPUs and GPUs and compare its performance to results we obtained by means of kd-trees. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
27,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Large-scale terrain level of detail estimation based on wavelet transform,"The goal of the following paper is to point out an alternative approach to the adaptive triangulation problem. A new technique of terrain rendering which uses wavelet transform to select appropriate LOD is described. This technique is a region-based multi-resolution approach that partitions the terrain into tiles that can be processed independently. The algorithm organizes the heightmap into a QuadTree of nodes and computes maximum world-space errors for each node. World-space errors are then calculated at preprocess step. As the datasets of realistic terrains are usually huge, we suggest using the multi-resolution wavelet decomposition to localize the position of the maximum world-space error estimated and limit the region of research inside the node. It permits to choose the appropriate resolution of the regular grid that will represent the node at run time. By this way, computation load on the CPU is greatly reduced. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
28,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,An interactive visualization system for huge architectural laser scans,"This paper describes a system for rendering large (billions of points) point clouds using a strict level-ofdetail criterion for managing the data out of core. The system is comprised of an in-core data structure for managing the coarse hierarchy, an out-of-core structure for managing the actual data and a multithreaded rendering framework that handles the structure and is responsible for data caching, LOD-calculations, culling, and rendering. We demonstrate the performance of our approach with two real-world datasets (a 1.8 b points outdoor scene and a 360m points indoor scene). Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
29,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Multi-pass Gaussian contact-hardening soft shadows,"Real-time soft shadows have seen numerous improvements over the years. Post-process blurring of shadow edges are commonly used to hide aliasing artifacts, but in some cases, such as ours, it is used to mimic physical processes. Instead of generating penumbra regions uniformly, we scale key algorithmic components in screen space to allow the penumbra region to grow in accordance with occluder/receiver distance. This form of soft shadowing is known to some as contact-hardening and has been explored in various ways. We present an algorithm that explores three ways of achieving contact-hardening soft shadows. Two of those ways are similar in nature to previous works while the third is a novel approach that utilizes occluder distance as a counter for multiple Gaussian passes. Our main contributions are fast occluder approximation and the use of occluder distance to control the number of Gaussian passes. Multiple Gaussian passes create better results than a single Gaussian pass for several scenes, and we explore various ways of improving the performance of the multi-pass approach. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
30,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,A particle-based dissolution model using chemical collision energy,"We propose a new energy-based method for real-time dissolution simulation. A unified particle representation is used for both fluid solvent and solid solute. We derive a novel dissolution model from the collision theory in chemical reactions: physical laws govern the local excitation of solid particles based on the relative motion of the fluid and solid. When the local excitation energy exceeds a user specified threshold (activation energy), the particle will be dislodged from the solid. Unlike previous methods, our model ensures that the dissolution result is independent of solute sampling resolution. We also establish a mathematical relationship between the activation energy, the inter-facial surface area, and the total dissolution time - allowing for accurate artistic control over the global dissolution rate while maintaining the physical plausibility of the simulation. We demonstrate applications of our method using a number of practical examples, including antacid pills dissolving in water and hydraulic erosion of non-homogeneous terrains. Our method is straightforward to incorporate with existing particle-based fluid simulations. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
31,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Interactive control of deformable-object animations through control metaphor pattern adherence,"In this paper we present an adaptive and intuitive methodology for controlling the localized deformations of physically simulated objects using an intuitive pattern-based control interface. To maximize the interactive component presented in this approach we consolidate existing feedback mechanisms in deformable-body control techniques to provide intuitive editing metaphors for stretching, bending, twisting, and compressing simulated objects. The resulting movements created by these control metaphors are validated using imposed behavior evaluation and the effectiveness of this approach is demonstrated through interactively generated compound movements that introduce complex local deformations of objects in existing physical animations. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
32,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Automatic variable-timing animation transition based on hierarchical interpolation method,"Character animation has been used in many fields, such as film making, virtual reality interaction and video games. Video game needs a large set of character animations for users to trigger. However, it is a complex and tedious work for animators to manufacture all the transition animations between each pair of character animations. In this paper, a novel rapid method is presented to generate transition animation automatically. Firstly, animations in the game animation set are classified. Secondly, the time length during motion interpolation is calculated automatically, which is decided by the angle velocity of character's joints. The method is called variable timing method. Lastly, by using hierarchical interpolation method, postures interpolate between different animations. The transition animation can be quickly acquired, according with human dynamics. In this way, we can get a natural movement by connecting animations together. Experimental results demonstrate that our method can be effectively and efficiently applied to generate transition animations between various character animations. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
33,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,GPU ray-traced collision detection fine pipeline reorganization,"Ray-tracing algorithms can be used to render a virtual scene and to detect collisions between objects. Numerous ray-tracing algorithms have been proposed which use data structures optimized for specific cases (rigid objects, deformable objects, etc.). Some solutions try to optimize performance by combining several algorithms to use the most efficient algorithm for each ray. This paper presents a ray-traced collision detection pipeline that improves the performance on a graphicd processing unit (GPU) when several ray-tracing algorithms are used. When combining several ray-tracing algorithms on a GPU, a well-known drawback is thread divergence among work-groups that can cause loss of performance by causing idle threads. In this paper we avoid branch divergence by dividing the ray tracing into three steps with append buffers in between. We also show that prediction can be used to avoid unnecessary synchronizations between the CPU and GPU. Applied to a narrow-phase collision detection algorithm, results show an improvement of performance up to 2.7 times. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
34,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Self-collision detection using sphere chains,"An algorithm to detect self-collisions in a human object is presented. We proposed to approximate the human object by spheres, which are placed inside the object mesh to fill the correspondent volume. We introduce the concept of sphere chain, a set of joined spheres which contains some regions of the human mesh. The object is approximated by several chains in the preprocessing stage to be prepared for the running stage to perform the collision detection. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
35,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Dance motion segmentation method based on choreographic primitives,"Data-driven animation using a large human motion database enables the programing of various natural human motions. While the development of a motion capture system allows the acquisition of realistic human motion, segmenting the captured motion into a series of primitive motions for the construction of a motion database is necessary. Although most segmentation methods have focused on periodic motion, e.g., walking and jogging, segmenting non-periodic and asymmetrical motions such as dance performance, remains a challenging problem. In this paper, we present a specialized segmentation approach for human dance motion. Our approach consists of three steps based on the assumption that human dance motion is composed of consecutive choreographic primitives. First, we perform an investigation based on dancer perception to determine segmentation components. After professional dancers have selected segmentation sequences, we use their selected sequences to define rules for the segmentation of choreographic primitives. Finally, the accuracy of our approach is verified by a user-study, and we thereby show that our approach is superior to existing segmentation methods. Through three steps, we demonstrate automatic dance motion synthesis based on the choreographic primitives obtained. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
36,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,2015,Procedural animation of human interaction using inverse kinematics and fuzzy logic,"Nowadays, animation of human interaction is predominantly modelled statically. Animations are adapted manually to each set of participating characters to ensure visual fidelity. To automate this process, we propose a novel procedural animation technique where character interactions are modelled dynamically with fuzzy logic and compare our technique to conventional inverse kinematics. The 'handshake' interaction is used as an example interaction, in order to illustrate how basic animation rules are defined, while leaving room for parametrization of character specific properties. Our results show that, although inverse kinematics delivers higher precision in positioning than fuzzy logic, they are dependent on paths describing the motion of the final element in the kinematic chain. Fuzzy logic, on the other hand, is independent of such motion paths and solves towards the target location locally. The presented handshake model using fuzzy logic can serve as a basis for future models for virtual-human interaction. Copyright © 2015 SCITEPRESS - Science and Technology Publications. All rights reserved."
