,conference,year,title,abstract
10,International Joint Conference on Natural Language Processing (IJCNLP),2015,Evaluating the efficacy of wavelet configurations on turbulent-flow data,"I/O is increasingly becoming a significant constraint for simulation codes and visualization tools on modern supercomputers. Data compression is an attractive workaround, and, in particular, wavelets provide a promising solution. However, wavelets can be applied in multiple configurations, and the variations in configuration impact accuracy, storage cost, and execution time. While the variation in these factors over wavelet configurations have been explored in image processing, they are not well understood for visualization and analysis of scientific data. To illuminate this issue, we evaluate multiple wavelet configurations on turbulent-flow data. Our approach is to repeat established analysis routines on uncompressed and lossy-compressed versions of a data set, and then quantitatively compare their outcomes. Our findings show that accuracy varies greatly based on wavelet configuration, while storage cost and execution time vary less. Overall, our study provides new insights for simulation analysts and visualization experts, who need to make tradeoffs between accuracy, storage cost, and execution time. © 2015 IEEE."
11,International Joint Conference on Natural Language Processing (IJCNLP),2015,Utilizing many-core accelerators for halo and center finding within a cosmology simulation,"Efficiently finding and computing statistics about halos (regions of high density) are essential analysis steps for N-body cosmology simulations. However, in state-of-the-art simulation codes, these analysis operators do not currently take advantage of the shared-memory data-parallelism available on multi-core and many-core architectures. The Hybrid / Hardware Accelerated Cosmology Code (HACC) is designed as an MPI+X code, but the analysis operators are parallelized only among MPI ranks, because of the difficulty in porting different X implementations (e.g., OpenMP, CUDA) across all architectures on which it is run. In this paper, we present portable data-parallel algorithms for several variations of halo finding and halo center finding algorithms. These are implemented with the PISTON component of the VTK-m framework, which uses Nvidia's Thrust library to construct data-parallel algorithms that allow a single implementation to be compiled to multiple backends to target a variety of multi-core and many-core architectures. Finally, we compare the performance of our halo and center finding algorithms against the original HACC implementations on the Moonlight, Stampede, and Titan supercomputers. The portability of Thrust allowed the same code to run efficiently on each of these architectures. On Titan, the performance improvements using our code have enabled halo analysis to be performed on a very large data set (81923 particles across 16,384 nodes of Titan) for which analysis using only the existing CPU algorithms was not feasible. © 2015 IEEE."
12,International Joint Conference on Natural Language Processing (IJCNLP),2015,Large interactive visualization of density functions on big data infrastructure,"Point set visualization is required in lots of visualization techniques. Scatter plots as well as geographic heat-maps are straightforward examples. Data analysts are now well trained to use such visualization techniques. The availability of larger and larger datasets raises the need to make these techniques scale as fast as the data grows. The Big Data Infrastructure offers the possibility to scale horizontally. Designing point set visualization methods that fit into that new paradigm is thus a crucial challenge. In this paper, we present a complete architecture which fully fits into the Big Data paradigm and so enables interactive visualization of heatmaps at ultra-scale. A new distributed algorithm for multi-scale aggregation of point set is given and an adaptive GPU based method for kernel density estimation is proposed. A complete prototype working with Hadoop, HBase, Spark and WebGL has been implemented. We give a benchmark of our solution on a dataset having more than 2 billion points. © 2015 IEEE."
13,International Joint Conference on Natural Language Processing (IJCNLP),2015,Bandlimited OLAP cubes for interactive big data visualization,"Visualizations backed by data cubes can scale to massive datasets while remaining interactive. However, the use of data cubes introduces artifacts, causing these visualizations to appear noisy at best and deceptive at worst. Moreover, data cubes highly constrain the space of possible visualizations. For example, a histogram backed by a data cube is constrained to have a bin width that is a multiple of the data cube bin size. Similarly, for dynamic queries backed by data cubes, query extents must be aligned with bin boundaries. We present bandlimited OLAP (online analytical processing) cubes (BLOCs), a technique that uses established tools from digital signal processing to generate interactive visualizations of very large datasets. Based on kernel density plots and Gaussian filtering, BLOCs suppress the artifacts that occur in data cubes and allow for a continuous range of zoom/pan positions and continuous dynamic queries. © 2015 IEEE."
14,International Joint Conference on Natural Language Processing (IJCNLP),2015,A visualization pipeline for large-scale tractography data,"We present a novel methodology for clustering and visualizing large-scale tractography data sets. Tractography data sets contain hundreds of millions of line segments, making visualizing and understanding this data very difficult. Our method reduces and simplifies this data to create coherent groupings and visualizations. Our input is a collection of tracts, from which we derive metrics and perform clustering. Using the clustered data, we create a three-dimensional histogram that contains the counts of the number of tracts that intersect each bin. With these new data sets, we can perform standard visualization techniques. Our contribution is the visualization pipeline itself, as well as a study and evaluation schema. Our study utilizes our evaluation schema to identify the best and most influential clustering metrics, and an optimal number of clusters under varying user requirements. © 2015 IEEE."
15,International Joint Conference on Natural Language Processing (IJCNLP),2015,None,None
16,International Joint Conference on Natural Language Processing (IJCNLP),2015,Fuzzy clustering of network traffic features for security,"The proliferation of computer networks and the interconnection of networks via the Internet, has drastically increased their vulnerability to attack by malicious agents. The wide variety of attack modes has exacerbated the problem in detecting attacks. Many current intrusion detection systems (IDS) are unable to identify unknown or mutated attack modes or are unable to operate in a dynamic environment as is necessary with mobile networks. As a result, it has become increasingly important to find new ways to implement and manage intrusion detection systems. This paper presents a novel approach to intrusion detection using fuzzy clustering of TCP packet attributes. The method is shown to provide superior performance in comparison to evolutionary approaches. In addition, the method demonstrates improved robustness in comparison to other fuzzy clustering techniques. © 2015 IEEE."
17,International Joint Conference on Natural Language Processing (IJCNLP),2015,Skydive: An interactive data visualization engine,"Visualization provides a powerful means for data analysis. To be most effective, visual analytics tools must support the fluent and flexible use of visualizations at fast rates. This becomes increasingly difficult with the increasing size of real-world datasets. First, large databases make interactivity more difficult as a query across the entire data can be slow. Second, any attempt to show all items from a dataset will overload the visualization, resulting in clutter. © 2015 IEEE."
18,International Joint Conference on Natural Language Processing (IJCNLP),2015,ViQAP: Visualizing quality aspects of public transportation between cities in a region,"In this work, we present our experience in extracting, handling, and visualizing the Public Transportation System (PTS) data of the Rheinland-Pfalz region in Germany. The work shows the methodology we followed to extract large data records for each city in the region as well as the resulting visualizing approach. The preliminary visualization interface, called ViQAP, provides visually different information (e.g., the number of commuters at a particular time, number of changes for a connection, an arrival timing comparison, etc.) between a selected city and all the other cities in the region, which helps the urban planners and region managers in better understanding the commuters' activities. © 2015 IEEE."
19,International Joint Conference on Natural Language Processing (IJCNLP),2015,Streaming ultra high resolution images to large tiled display at nearly interactive frame rate with vl3,"Visualization of large-scale simulations running on supercomputers requires ultra-high resolution images to capture important features in the data. In this work, we present a system for streaming ultra-high resolution images from a visualization cluster to a remote tiled display at nearly interactive frame rates. vl3, a modular framework for large scale data visualization and analysis, provides the backbone of our implementation. With this system we are able to stream over the network volume renderings of a 20483 voxel dataset at a resolution of 6144×3072 pixels with a frame rate of approximately 3.3 frames per second. © 2015 IEEE."
20,International Joint Conference on Natural Language Processing (IJCNLP),2015,Distributed aggregate computation between server and client for interactive visualization,"A visualization system is frequently challenged by large volume of datasets to be processed. The situation becomes more serious when visual feedback is required to be responsive. In this paper, an adaptive approach is proposed to efficiently distribute aggregate computation load between server and client for interactive visualization. This proposal combines available computing power on both server and client sides. Additionally, adaptively shifts part of the aggregate computation load to and fro for achieving interactive rate of large data visualization. An experimental prototype confirmed that that proposed method improves interactive rate of large data visualization. © 2015 IEEE."
21,International Joint Conference on Natural Language Processing (IJCNLP),2015,Advanced aggregate computation for large data visualization,"Large data visualization and analysis faces challenges related to performance, operability, degree of discrimination, etc. In this paper, an advanced aggregate computation is proposed to solve these issues from three aspects. By virtue of visualization-based data separation and aggregation, a large dataset is mapped to a visualization-based small dataset for efficient visualization while keeping operability of data. A minimum size of visual primitives for aggregated data is defined to ensure visibility of important but tiny information. And a D3-based rendering implementation improves the performance of consecutive visualizations. © 2015 IEEE."
22,International Joint Conference on Natural Language Processing (IJCNLP),2015,CEDARS: Combined exploratory data analysis recommender system,"We present a framework for recommender systems (RS) to support exploratory data analysis (EDA) in analytical decision making. EDA helps the domain expert, often not a statistical expert, discover interesting relationships between variables and thus be motivated to explain the data. By capturing the behavior of expert analysts in EDA, RS could advise domain experts of standard analytical operations and suggest operations novel to the domain but consistent in analytical goals with requested operations. We enhance our framework with rules that encapsulate standard analytical practice and by incorporating user preferences. We present a scalable framework architecture, which we implemented in a prototype system, and discuss two use cases where the prototype was exercised, analyzing data from image analysis and analyzing eye tracking data. © 2015 IEEE."
23,International Joint Conference on Natural Language Processing (IJCNLP),2015,Large-scale co-visualization for LAMMPS using vl3,"In this poster we propose to interconnect LAMMPS and vl3, our parallel framework for large-scale visualization and analysis. The goal is co-visualization and exploration at interactive frame rates of large-scale atomistic simulations. We describe the architecture of the proposed system, as well as a preliminary implementation that runs on GPU-based visualization clusters. © 2015 IEEE."
24,International Joint Conference on Natural Language Processing (IJCNLP),2015,Tracking space-filling structures in turbulent flows,"We present a novel approach for tracking space-filling features, i.e. a set of features which covers the entire domain. In contrast to previous work, we determine the assignment between features from successive time steps by computing a globally optimal, maximum-weight, maximal matching on a weighted, bi-partite graph. We demonstrate the method's functionality by tracking dissipation elements (DEs), a space-filling structure definition from turbulent flow analysis. The abilitytotrack DEs over time enables researchers from fluid mechanics to extend their analysis beyond the assessment of static flow fields to time-dependent settings. © 2015 IEEE."
