,conference,year,title,abstract
11,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Laplacian-based dynamic graph visualization,"Visualizing dynamic graphs are challenging due to the difficulty to preserving a coherent mental map of the changing graphs. In this paper, we propose a novel layout algorithm which is capable of maintaining the overall structure of a sequence graphs. Through Laplacian constrained distance embedding, our method works online and maintains the aesthetic of individual graphs and the shape similarity between adjacent graphs in the sequence. By preserving the shape of the same graph components across different time steps, our method can effectively help users track and gain insights into the graph changes. Two datasets are tested to demonstrate the effectiveness of our algorithm. © 2015 IEEE."
12,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,MultiStory: Visual analytics of dynamic multi-relational networks,"Modern-day social networks are often dynamic and multi-relational, however there is currently little being studied on how to incorporate both aspects simultaneously to support visual analytic tasks for such complex social networks. We present a visual analytic framework for dynamic multi-relational networks and a prototype implementation, called the MultiStory system, which includes two new visualisation methods, AlterCluster and InterArc, designed for dynamic networks with multiple relations. The system is evaluated with two case studies using social networks from the MIT Reality Commons to demonstrate the effectiveness of the system to support a variety of visual analytical tasks on dynamic multi-relational networks. © 2015 IEEE."
13,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Variational circular treemaps for interactive visualization of hierarchical data,Visualization of hierarchical data is of great importance in information visualization. We present variational circular treemaps with a novel layout algorithm by solving disk packing as a continuous optimization problem. Our variational circular treemaps achieve higher space utilization ratio compared with the traditional circular treemaps and support natural interactions as focus+context distortions and drill-down and roll-up operations for data navigation. Experimental results show the effectiveness of our method for visualization and interaction. © 2015 IEEE.
14,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,OD-Wheel: Visual design to explore OD patterns of a central region,"Understanding the Origin-Destination (OD) patterns between different regions of a city is important in urban planning. In this work, based on taxi GPS data, we propose OD-Wheel, a novel visual design and associated analysis tool, to explore OD patterns. Once users define a region, all taxi trips starting from or ending to that region are selected and grouped into OD clusters. With a hybrid circular-linear visual design, OD-Wheel allows users to explore the dynamic patterns of each OD cluster, including the variation of traffic flow volume and traveling time. The proposed tool supports convenient interactions and allows users to compare and correlate the patterns between different OD clusters. A use study with real data sets demonstrates the effectiveness of the proposed OD-Wheel. © 2015 IEEE."
15,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Analyzing delays in trajectories,"Interactions between trajectories need to be analyzed in various domains to gain insight into movement patterns. Such interactions often take place with some delayed response. We propose an approach to analyze and visualize delayed responses on two trajectories recorded simultaneously and with the same sampling rate. Central to our approach is the computation of a matching between the trajectories in a so-called delay space. We also introduce a new similarity measure between trajectories, which combines directional and spatial characteristics. To evaluate our approach experimentally, we have implemented it as a prototype visual analytics tool and have applied the tool on two datasets. © 2015 IEEE."
16,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,None,None
17,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,ERICAs: Enabling insights into ab initio Molecular Dynamics simulations,"We present Electronic & Radially-focused Instantaneous Coordinate Animations (ERICAs) as a visualization approach to represent the time evolution of the electronic structure data and nuclear coordinates resulting from ab initio Molecular Dynamics (AIMD) simulations. We developed ERICAs in order to enable chemists to analyze AIMD simulations of the interactions between two hydroxyl radicals in water. Consequently, we illustrate ERICAs using these simulations, and discuss how ERICAs can be generalized to other AIMD simulations. By using ERICAs, chemists have gained new insights into hydroxyl radical chemistry. © 2015 IEEE."
18,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Extending Dimensions in Radviz based on mean shift,"Radviz is a radial visualization technique which maps data from multiple dimensional space onto a planar picture. The dimensions placed on the circumference of a circle, called Dimension Anchors (DAs), can be reordered to reveal different patterns in the dataset. Extending the number of dimensions can enhance the flexibility in the placement of the DAs to explore more meaningful visualizations. In this paper, we describe a method which rationally extends a dimension to multiple new dimensions in Radviz. This method first calculates the probability distribution histogram of a dimension. The mean shift algorithm is applied to get centers of probability density to segment the histogram, and then the dimension can be extended according to the number of segments of the histogram. We also suggest using the Dunn's index to find the optimal placement of DAs, so the better effect of visual clustering could be achieved after the dimension expansion in Radviz. Finally, we demonstrate the usability of our approach on visually analysing the iris data and two other datasets. © 2015 IEEE."
19,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,"Text visualization techniques: Taxonomy, visual survey, and community insights","Text visualization has become a growing and increasingly important subfield of information visualization. Thus, it is getting harder for researchers to look for related work with specific tasks or visual metaphors in mind. In this paper, we present an interactive visual survey of text visualization techniques that can be used for the purposes of search for related work, introduction to the subfield and gaining insight into research trends. We describe the taxonomy used for categorization of text visualization techniques and compare it to approaches employed in several other surveys. Finally, we present results of analyses performed on the entries data. © 2015 IEEE."
20,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Visual exploration of Location-Based Social Networks data in urban planning,"The increasing amount of data generated by Location Based Social Networks (LBSN) such as Twitter, Flickr, or Foursquare, is currently drawing the attention of urban planners, as it is a new source of data that contains valuable information about the behavior of the inhabitants of a city. Making this data accessible to the urban planning domain can add value to the decision making processes. However, the analysis of the spatial and temporal characteristics of this data in the context of urban planning is an ongoing research problem. This paper describes ongoing work in the design and development of a visual exploration tool to facilitate this task. The proposed design provides an approach towards the integration of a visual exploration tool and the capabilities of a visual query system from a multilevel perspective (e.g., multiple spatial scales and temporal resolutions implicit in LBSN data). A preliminary discussion about the design and the potential insights that can be gained from the exploration and analysis of this data with the proposed tool is presented, along with the conclusions and future work for the continuation of this work. © 2015 IEEE."
21,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,SentiCompass: Interactive visualization for exploring and comparing the sentiments of time-varying twitter data,"In this work, we introduce SentiCompass for exploring and comparing the sentiments of time-varying Twitter data. Our visualization design combines 2D psychology model of affect (i.e. emotion) with a time tunnel representation. To illustrate our visualization design, two case studies are conducted. They demonstrate the effectiveness of SentiCompass in achieving various tasks related to temporal sentiment and affective analysis of tweets. The interactive demo of our system is available at: http://youtu.be/ZaMF6VNO7tA © 2015 IEEE."
22,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Application of Pareto sets in quality control of series production in car manufacturing,"In car manufacturing, quality management and control are important parts of the series process. In series production, many parts are controlled in various ways in some or all stages of assembly. While tactile measurements are mostly restricted to the points on an inspection plan, this restriction does not apply to optical measurements. We propose a method based on the theory of Pareto sets (multivariate topological analysis) to cope with the large amount of data produced by optical measurements and to find points of interest on the measured surface in addition to the inspection plan. We describe a method which automatically detects areas of systematic errors on a component and visualizes them on the triangulated surface. The visualization can help experts to decide, whether a detected feature is severe enough to be added to the inspection plan. © 2015 IEEE."
23,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Visualizing 2D scalar fields with hierarchical topology,"This paper describes an effort to create new visualizations by exploiting hierarchical scalar topology. First, we build a hierarchical topology through synchronously constructing and simplifying Contour Tree (CT) and Morse-Smale (MS) complex of scalar fields. We then introduce three algorithms based on the hierarchical topology: (1) topology-based multi-resolution contouring - an overview provided for a scalar field by extracting iso-values from the simplified CT and tracing approximate contours across the MS complex cells; (2) topology based spaghetti plots for uncertainty - a seeding scheme based on the hierarchical topology for visualizing uncertainty among ensemble scalar data; (3) virtual ribbons - a new scheme for visualizing multivariate data invented by overlapping visual ribbons which encode the scalar variation of a region covered by uniform contours. We compare the new approaches with current alternatives. © 2015 IEEE."
24,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Adaptive particle relaxation for time surfaces,"Time surfaces are a versatile tool to visualise advection and deformation in flow fields. Due to complex flow behaviours involving stretching, shearing, and folding, straightforward mesh-based representations of these surfaces can develop artefacts and degenerate quickly. Common counter-measures rely on refinement and adaptive insertion of new particles which lead to an unpredictable increase in memory requirements. We propose a novel time surface extraction technique that keeps the number of required flow particles constant, while providing a high level of fidelity and enabling straightforward load balancing. Our solution implements a 2D particle relaxation procedure that makes use of local surface metric tensors to model surface deformations. We combine this with an accurate bicubic surface representation to provide an artefact-free surface visualisation. We demonstrate and evaluate benefits of the proposed method with respect to surface accuracy and computational efficiency. © 2015 IEEE."
25,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Computation-to-core mapping strategies for iso-surface volume rendering on GPUs,"Ray casting algorithm is a major component of the direct volume rendering, which exhibits inherent parallelism, making it suitable for graphics processing units (GPUs). However, blindly mapping the ray casting algorithm on a GPU's complex parallel architecture can result in a magnitude of performance loss. In this paper, a novel computation-to-core mapping strategy, called Warp Marching, for the texture-based iso-surface volume rendering is introduced. We evaluate and compare this new strategy with the most commonly used existing mapping strategy. Texture cache performance and load balancing are the two major evaluation factors since they have significant consequences on the overall rendering performance. Through a series of real-life data experiments, we conclude that the texture cache performances of these two computation-to-core mapping strategies are significantly affected by the viewing direction; and the Warp Marching performs better in balancing workloads among threads and concurrent hardware components of a GPU. © 2015 IEEE."
26,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,None,None
27,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,TraVis - A visualization framework for mobile transect data sets in an urban microclimate context,"In urban microclimate research, mobile transects are utilized to observe the relationship between atmospheric variables and the urban environment. However, the data sets resulting from mobile measurements are complex: They are spatially dependent, multivariate, and often-times multitemporal. At the same time, the spatial context of each observation - its field of view and area represented - is physically complex and dynamic. These properties make analysis and visualization challenging. We present a prototype visualization framework that assists researchers in the analysis of mobile transect measurements. The system enables users to visualize and explore observations as walls that delineate the transect route on a map. The observed attributes are stacked upon each other within these walls as ribbons to facilitate the qualitative analysis of spatial variability and multivariate correlations. The relationship between observations and spatial context can interactively be explored by moving a slider along the transect route. For each observation on the track, the spatially contextual source area is displayed and linked to a view of the fraction of land cover classes contained within the source area. These qualitative analysis capabilities are complemented by an interactive clustering interface, which allows for the classification of transect segments according to a coherent pattern of multivariate relationships between a user-defined set of observations. The framework was developed by a team comprising both visualization and urban microclimate researchers, and a case study shows its utility for this specialized application. © 2015 IEEE."
28,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,CloudGazer: A divide-and-conquer approach to monitoring and optimizing cloud-based networks,"With the rise of virtualization and cloud-based networks of various scales and degrees of complexity, new approaches to managing such infrastructures are required. In these networks, relationships among components can be of arbitrary cardinality (1/1, 1/n, n/m), making it challenging for administrators to investigate which components influence others. In this paper we present CloudGazer, a scalable visualization system that allows users to monitor and optimize cloud-based networks effectively to reduce energy consumption and to increase the quality of service. Instead of visualizing the overall network, we split the graph into semantic perspectives that provide a much simpler view of the network. CloudGazer is a multiple coordinated view system that visualizes either static or live status information about the components of a perspective while reintroducing lost inter-perspective relationships on demand using dynamically created inlays. We demonstrate the effectiveness of CloudGazer in two usage scenarios: The first is based on a real-world network of our domain partners where static performance parameters are used to find an optimal design. In the second scenario we use the VAST 2013 Challenge dataset to demonstrate how the system can be employed with live streaming data. © 2015 IEEE."
29,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Can twitter really save your life? A case study of visual social media analytics for situation awareness,"Social media monitoring for crisis intelligence is on the brink of commercialization and widespread adoption. To close the gap between research and application, this paper presents results of a broad-scale case study on visual analytics of social media for situation awareness. We asked twenty-nine domain experts from disaster response and critical infrastructure management to investigate various crisis intelligence tasks based on actual Twitter data, which was recorded during the 2013 German Flood. To this end, the ScatterBlogs visual analytics framework, a platform that provides reference implementations of tools and techniques from ongoing research, was given to them as an integrated toolbox. This paper presents and reviews the domain experts' individual performances with the system, their comments about the usefulness and applicability of its capabilities, and the results of a questionnaire each participant had to complete. Based on this evaluation, we will answer the question if and how visual analytics of social media can shape tomorrow's crisis intelligence. © 2015 IEEE."
30,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,MetaTracts - A method for robust extraction and visualization of carbon fiber bundles in fiber reinforced composites,"This work introduces MetaTracts, a novel method for extracting and visualizing individual fiber bundles and weaving patterns from X-ray computed tomography (XCT) scans of endless carbon fiber reinforced polymers (CFRP). The proposed work flow is designed to analyze unit cells of CFRP materials integrating the recurring weaving pattern. It is designed to handle XCT scans of low resolution, in which individual fibers are not visible or are barely visible. First, a coarse version of integral curves is used to trace subsections of the individual fiber bundles in the woven CFRP materials. We call these sections MetaTracts. In the second step, these extracted fiber bundle sections (MetaTracts) are clustered using a two-step approach: first by orientation, then by proximity. The tool can generate volumetric representations as well as surface models of the extracted fiber bundles to be exported for further analysis. We evaluate the proposed work flow on a number of real world datasets and demonstrate that MetaTracts effectively and robustly identifies and separates different fiber bundles. © 2015 IEEE."
31,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,SketchInsight: Natural data exploration on interactive whiteboards leveraging pen and touch interaction,"In this work, we advance research efforts in combining the casual sketching approach of whiteboards with the machine's computing power. We present SketchInsight, a system that applies the familiar and collaborative features of a whiteboard interface to the accurate data exploration capabilities of interactive visualizations. SketchInsight enables data analysis with more fluid interaction, allowing people to visually explore their data by drawing simple charts and directly manipulating them. In addition, we report results from a qualitative study conducted to evaluate user experience in exploring data with SketchInsight, expanding our understanding on how people use a pen- and touch-enabled digital whiteboard for data exploration. We also discuss the challenges in building a working system that supports data analytic capabilities with pen and touch interaction and freeform annotation. © 2015 IEEE."
32,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Clutter-aware label layout,"A high-quality label layout is critical for effective information understanding and consumption. Existing labeling methods fail to help users quickly gain an overview of visualized data when the number of labels is large. Visual clutter is a major challenge preventing these methods from being applied to real-world applications. To address this, we propose a context-aware label layout that can measure and reduce visual clutter during the layout process. Our method formulates the clutter model using four factors: confusion, visual connection, distance, and intersection. Based on this clutter model, an effective clutter-aware labeling method has been developed that can generate clear and legible label layouts in different visualizations. We have applied our method to several types of visualizations and the results show promise, especially in support of an uncluttered and informative label layout. © 2015 IEEE."
33,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Uncertainty modeling and error reduction for pathline computation in time-varying flow fields,"When the spatial and temporal resolutions of a time-varying simulation become very high, it is not possible to process or store data from every time step due to the high computation and storage cost. Although using uniformly down-sampled data for visualization is a common practice, important information in the un-stored data can be lost. Currently, linear interpolation is a popular method used to approximate data between the stored time steps. For pathline computation, however, errors from the interpolated velocity in the time dimension can accumulate quickly and make the trajectories rather unreliable. To inform the scientist the error involved in the visualization, it is important to quantify and display the uncertainty, and more importantly, to reduce the error whenever possible. In this paper, we present an algorithm to model temporal interpolation error, and an error reduction scheme to improve the data accuracy for temporally down-sampled data. We show that it is possible to compute polynomial regression and measure the interpolation errors incrementally with one sequential scan of the time-varying flow field. We also show empirically that when the data sequence is fitted with least-squares regression, the errors can be approximated with a Gaussian distribution. With the end positions of particle traces stored, we show that our error modeling scheme can better estimate the intermediate particle trajectories between the stored time steps based on a maximum likelihood method that utilizes forward and backward particle traces. © 2015 IEEE."
34,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,An uncertainty-driven approach to vortex analysis using oracle consensus and spatial proximity,"Although vortex analysis and detection have been extensively investigated in the past, none of the existing techniques are able to provide fully robust and reliable identification results. Local vortex detection methods are popular as they are efficient and easy to implement, and produce binary outputs based on a user-specified, hard threshold. However, vortices are global features, which present challenges for local detectors. On the other hand, global detectors are computationally intensive and require considerable user input. In this work, we propose a consensus-based uncertainty model and introduce spatial proximity to enhance vortex detection results obtained using point-based methods. We use four existing local vortex detectors and convert their outputs into fuzzy possibility values using a sigmoid-based soft-thresholding approach. We apply a majority voting scheme that enables us to identify candidate vortex regions with a higher degree of confidence. Then, we introduce spatial proximity- based analysis to discern the final vortical regions. Thus, by using spatial proximity coupled with fuzzy inputs, we propose a novel uncertainty analysis approach for vortex detection. We use expert's input to better estimate the system parameters and results from two real-world data sets demonstrate the efficacy of our method. © 2015 IEEE."
35,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Efficient volume illumination with multiple light sources through selective light updates,"Incorporating volumetric illumination into rendering of volumetric data increases visual realism, which can lead to improved spatial comprehension. It is known that spatial comprehension can be further improved by incorporating multiple light sources. However, many volumetric illumination algorithms have severe drawbacks when dealing with multiple light sources. These drawbacks are mainly high performance penalties and memory usage, which can be tackled with specialized data structures or data under sampling. In contrast, in this paper we present a method which enables volumetric illumination with multiple light sources without requiring precomputation or impacting visual quality. To achieve this goal, we introduce selective light updates which minimize the required computations when light settings are changed. We will discuss and analyze the novel concepts underlying selective light updates, and demonstrate them when applied to real-world data under different light settings. © 2015 IEEE."
36,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Advanced lighting for unstructured-grid data visualization,"The benefits of using advanced illumination models in volume visualization have been demonstrated by many researchers. Interactive volume rendering incorporated with advanced lighting has been achieved with GPU acceleration for regular-grid volume data, making volume visualization even more appealing as a tool for 3D data exploration. This paper presents an interactive illumination strategy, which is specially designed and optimized for volume visualization of unstructured-grid data. The basis of the design is a partial differential equation based illumination model to simulate the light propagation, absorption, and scattering within the volumetric medium. In particular, a two-level scheme is introduced to overcome the challenges presented by unstructured grids. Test results show that the added illumination effects such as global shadowing and multiple scattering not only lead to more visually pleasing visualization, but also greatly enhance the perception of the depth information and complex spatial relationships for features of interest in the volume data. This volume visualization enhancement is introduced at a time when unstructured grids are becoming increasingly popular for a variety of scientific simulation applications. © 2015 IEEE."
37,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Illustrative Timelapse: A technique for illustrative visualization of particle-based simulations,"Animated movies are a popular way to communicate complex phenomena in cell biology to the broad audience. Animation artists apply sophisticated illustration techniques to communicate a story, while trying to maintain a realistic representation of a complex dynamic environment. Since such hand-crafted animations are time-consuming and cost-intensive to create, our goal is to formalize illustration techniques used by artists to facilitate the automatic creation of visualizations generated from mesoscale particle-based molecular simulations. Our technique Illustrative Timelapse supports visual exploration of complex biochemical processes in dynamic environments by (1) seamless temporal zooming to observe phenomena in different temporal resolutions, (2) visual abstraction of molecular trajectories to ensure that observers are able to visually follow the main actors, (3) increased visual focus on events of interest, and (4) lens effects to preserve a realistic representation of the environment in the context. Results from a first user study indicate that visual abstraction of trajectories improves the ability to follow a story and is also appreciated by users. Lens effects increased the perceived amount of molecular motion in the environment while trading off traceability of individual molecules. © 2015 IEEE."
38,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Coverage-based opacity estimation for interactive Depth of Field in molecular visualization,"In this paper, we introduce coverage-based opacity estimation to achieve Depth of Field (DoF) effects when visualizing molecular dynamics (MD) data. The proposed algorithm is a novel object-based approach which eliminates many of the shortcomings of state-of-the-art image-based DoF algorithms. Based on observations derived from a physically-correct reference renderer, coverage-based opacity estimation exploits semi-transparency to simulate the blur inherent to DoF effects. It achieves high quality DoF effects, by augmenting each atom with a semi-transparent shell, which has a radius proportional to the distance from the focal plane of the camera. Thus, each shell represents an additional coverage area whose opacity varies radially, based on our observations derived from the results of multi-sampling DoF algorithms. By using the proposed technique, it becomes possible to generate high quality visual results, comparable to those achieved through ground-truth multi-sampling algorithms. At the same time, we obtain a significant speedup which is essential for visualizing MD data as it enables interactive rendering. In this paper, we derive the underlying theory, introduce coverage-based opacity estimation and demonstrate how it can be applied to real world MD data in order to achieve DoF effects. We further analyze the achieved results with respect to performance as well as quality and show that they are comparable to images generated with modern distributed ray tracing engines. © 2015 IEEE."
39,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Distance between extremum graphs,"Scientific phenomena are often studied through collections of related scalar fields generated from different observations of the same phenomenon. Exploration of such data requires a robust distance measure to compare scalar fields for tasks such as identifying key events and establishing correspondence between features in the data. Towards this goal, we propose a topological data structure called the complete extremum graph and define a distance measure on it for comparing scalar fields in a feature-aware manner. We design an algorithm for computing the distance and show its applications in analysing time varying data. © 2015 IEEE."
40,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,A parallel and memory efficient algorithm for constructing the contour tree,"The contour tree is a topological structure associated with a scalar function that tracks the connectivity of the evolving level sets of the function. It supports intuitive and interactive visual exploration and analysis of the scalar function. This paper describes a fast, parallel, and memory efficient algorithm for constructing the contour tree of a scalar function on shared memory systems. Comparisons with existing implementations show significant improvement in both the running time and the memory expended. The proposed algorithm is particularly suited for large datasets that do not fit in memory. For example, the contour tree for a scalar function defined on a 8.6 billion vertex domain (2048×2048×2048 volume data) can be efficiently constructed using less than 10GB of memory. © 2015 IEEE."
41,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Ray tracing within a data parallel framework,"Current architectural trends on supercomputers have dramatic increases in the number of cores and available computational power per die, but this power is increasingly difficult for programmers to harness effectively. High-level language constructs can simplify programming many-core devices, but this ease comes with a potential loss of processing power, particularly for cross-platform constructs. Recently, scientific visualization packages have embraced language constructs centering around data parallelism, with familiar operators such as map, reduce, gather, and scatter. Complete adoption of data parallelism will require that central visualization algorithms be revisited, and expressed in this new paradigm while preserving both functionality and performance. This investment has a large potential payoff: portable performance in software bases that can span over the many architectures that scientific visualization applications run on. With this work, we present a method for ray tracing consisting of entirely of data parallel primitives. Given the extreme computational power on nodes now prevalent on supercomputers, we believe that ray tracing can supplant rasterization as the work-horse graphics solution for scientific visualization. Our ray tracing method is relatively efficient, and we describe its performance with a series of tests, and also compare to leading-edge ray tracers that are optimized for specific platforms. We find that our data parallel approach leads to results that are acceptable for many scientific visualization use cases, with the key benefit of providing a single code base that can run on many architectures. © 2015 IEEE."
42,Conference of the European Chapter of the Association for Computational Linguistics (EACL),2015,Biclustering multivariate data for correlated subspace mining,"Exploring feature subspaces is one of promising approaches to analyzing and understanding the important patterns in multivariate data. If relying too much on effective enhancements in manual interventions, the associated results depend heavily on the knowledge and skills of users performing the data analysis. This paper presents a novel approach to extracting feature subspaces from multivariate data by incorporating biclustering techniques. The approach has been maximally automated in the sense that highly-correlated dimensions are automatically grouped to form subspaces, which effectively supports further exploration of them. A key idea behind our approach lies in a new mathematical formulation of asymmetric biclustering, by combining spherical k-means clustering for grouping highly-correlated dimensions, together with ordinary k-means clustering for identifying subsets of data samples. Lower-dimensional representations of data in feature subspaces are successfully visualized by parallel coordinate plot, where we project the data samples of correlated dimensions to one composite axis through dimensionality reduction schemes. Several experimental results of our data analysis together with discussions will be provided to assess the capability of our approach. © 2015 IEEE."
