,conference,year,title,abstract
16,Conference on Computational Natural Language Learning (CoNLL),2015,Embodied interaction using non-planar projections in immersive virtual reality,"In this paper we evaluate the use of non-planar projections as a means to increase the Field of View (FoV) in embodied Virtual Reality (VR). Our main goal is to bring the virtual body into the user's FoV and to understand how this affects the virtual body/environment relation and quality of interaction. Subjects wore a Head Mounted Display (HMD) and were instructed to perform a selection and docking task while using either Perspective (≈ 106° vertical FoV), Hammer or Equirectangular (≈ 180° vertical FoV for both) projection. The increased FoV allowed for a shorter search time as well as less head movements. However, quality of interaction was generally inferior, requiring more time to dock, increasing docking error and producing more body/environment collisions. We also assessed cybersickness and the sense of embodiment toward the virtual body through questionnaires, for which the difference between projections seemed to be less pronounced. © 2015 ACM."
17,Conference on Computational Natural Language Learning (CoNLL),2015,Optimal camera placement for motion capture systems in the presence of dynamic occlusion(Open Access),"Optical motion capture is based on estimating the three-dimensional positions of markers by triangulation from multiple cameras. Successful performance depends on points being visible from at least two cameras and on the accuracy of the triangulation. Triangulation accuracy is strongly related to the positions and orientations of the cameras. Thus, the configuration of the camera network has a critical impact on performance. A poor camera configuration may result in a low quality three-dimensional (3D) estimation and consequently low quality of tracking. This paper proposes a camera configuration metric that is based on a probabilistic model of target point visibility from cameras with ""good"" views. An efficient algorithm, based on simulated annealing, is introduced for estimating the optimal configuration of an arbitrary set of cameras for a given distribution of target points. The accuracy and robustness of the algorithm are evaluated through both simulation and empirical measurement. An implementation of the method is available for download as a tool for the community [Rahimian and Kearney 2015] (Figure 1). © 2015 ACM."
18,Conference on Computational Natural Language Learning (CoNLL),2015,Realizing a low-latency virtual reality environment for motor learning,"Virtual Reality (VR) has the potential to support motor learning in ways exceeding beyond the possibilities provided by real world environments. New feedback mechanisms can be implemented that support motor learning during the performance of the trainee and afterwards as a performance review. As a consequence, VR environments excel in controlled evaluations, which has been proven in many other application scenarios. However, in the context of motor learning of complex tasks, including full-body movements, questions regarding the main technical parameters of such a system, in particular that of the required maximum latency, have not been addressed in depth. To fill this gap, we propose a set of requirements towards VR systems for motor learning, with a special focus on motion capturing and rendering. We then assess and evaluate state-of-the-art techniques and technologies for motion capturing and rendering, in order to provide data on latencies for different setups. We focus on the end-to-end latency of the overall system, and present an evaluation of an exemplary system that has been developed to meet these requirements. © 2015 ACM."
19,Conference on Computational Natural Language Learning (CoNLL),2015,Dynamic projection mapping onto a deformable object with occlusion based on high-speed tracking of dot marker array,"In recent years, projection mapping has attracted much attention in a variety of fields. Generally, however, the objects in projection mapping are limited to rigid and static or quasistatic objects. Dynamic projection mapping onto a deformable object could remarkably expand the possibilities. In order to achieve such a projection mapping, it is necessary to recognize the deformation of the object even when it is occluded. However, it is still a challenging problem to achieve this task in real-time with low latency. In this paper, we propose an efficient, high-speed tracking method utilizing highframe-rate imaging. Our method is able to track an array of dot markers arranged on a deformable object even when there is external occlusion caused by the user interaction and self-occlusion caused by the deformation of the object itself. Additionally, our method can be applied to a stretchable object. Dynamic projection mapping with our method showed robust and consistent display onto a sheet of paper and cloth with a tracking performance of about 0.2 ms per frame, with the result that the projected pattern appeared to be printed on the deformable object. © 2015 ACM."
20,Conference on Computational Natural Language Learning (CoNLL),2015,Simulating high-DOF human-like agents using hierarchical feedback planner,"We present a multi-agent simulation algorithm to compute the trajectories and full-body motion of human-like agents. Our formulation uses a coupled approach that combines 2D collision-free navigation with high-DOF human motion simulation using a behavioral finite state machine. In order to generate plausible pedestrian motion, we use a closed-loop hierarchical planner that satisfies dynamic stability, biomechanical, and kinematic constraints, and is tightly integrated with multi-agent navigation. Furthermore, we use motion capture data to generate natural looking human motion. The overall system is able to generate plausible motion with upper and lower body movements and avoid collisions with other human-like agents. We highlight its performance in indoor and outdoor scenarios with tens of human-like agents. © 2015 ACM."
21,Conference on Computational Natural Language Learning (CoNLL),2015,Adding sociality to virtual pedestrian groups,"We present a new method, Social Groups and Navigation (SGN), to simulate the walking behavior of small pedestrian groups in virtual environments. SGN is the first method to simulate group behavior on both global and local levels. We define quantitative metrics to measure the coherence and the sociality of a group based on existing empirical data of real crowds. SGN is designed to let groups stay in coherent and social formations without explicitly modeling such formations. For groups of four, SGN generates between 13% and 53% more socially-friendly behavior than existing methods, measured over the lifetime of a group in the simulation. For groups of three, the gain is between 15% and 31%, and for groups of two, the gain is between 1% and 4%. SGN can be used with any existing global path planner and any existing path following method. Experiments show that SGN enables the simulation of thousands of agents in real time. Due to its flexible design, it can be easily integrated into a larger crowd simulation framework. © 2015 ACM."
22,Conference on Computational Natural Language Learning (CoNLL),2015,Collaborative navigation in virtual worlds: How gender and game experience influence user behavior,"There exists a large base of evidence for gender differences in human navigation. However, there is not much research on gender differences in collaborative aspects of navigation, including the interaction of individuals during collaborative wayfinding tasks in virtual environments. In light of this, we present a study of a collaborative virtual environment, Berlin Kompass. The goal of this study was to find out the main differences between genders in collaborative wayfinding. The application was evaluated in the context of foreign language learning in schools with over 200 students, where the users navigated through cityscapes while interacting verbally with each other. We collected and analyzed interaction logs, questionnaire data and audio and video recordings to gain insights into gender-related differences in wayfinding in virtual worlds. Our findings suggest that several differences that are evident in single user systems are not present when the collaborative aspect is added. Male users were more immersed during the task than females. One of the explaining factors for this might be video game experience. Genders also communicated differently - males spoke in longer utterances whereas females had more, shorter utterances. Males referred more to relative directions and dynamic landmarks such as cars and pedestrians while navigating. Males with more video game experience also provided more positive subjective user experience feedback on the application. © 2015 ACM."
23,Conference on Computational Natural Language Learning (CoNLL),2015,Video driven pedestrian visualization with characteristic appearances,"Augmented virtual environment (AVE) could visualize plausible live views from videos by projecting dynamic imagery to the 3D environment. Static objects in a video can be rendered in new views since they are easily modeled beforehand, while moving ones that don't have exact online models will be distorted from different views without proper depth. To cope with the problem, we introduce a novel method to visualize pedestrians, which are common in outdoor surveillance. Our method detects pedestrians and produces their trajectories. Then such pedestrian characteristic appearances as geometric information, texture and walking animation are transferred to a stand-in 3D animation model in the virtual environment. Experiments show our visualization can reveal person's characteristic appearances. © 2015 ACM."
24,Conference on Computational Natural Language Learning (CoNLL),2015,Modeling spatial relations of human body parts for indexing and retrieving close character interactions,"Retrieving pre-captured human motion for analyzing and synthesizing virtual character movement have been widely used in Virtual Reality (VR) and interactive computer graphics applications. In this paper, we propose a new human pose representation, called Spatial Relations of Human Body Parts (SRBP), to represent spatial relations between body parts of the subject(s), which intuitively describes how much the body parts are interacting with each other. Since SRBP is computed from the local structure (i.e. multiple body parts in proximity) of the pose instead of the information from individual or pairwise joints as in previous approaches, the new representation is robust to minor variations of individual joint location. Experimental results show that SRBP outperforms the existing skeleton-based motion retrieval and classification approaches on benchmark databases. © 2015 ACM."
25,Conference on Computational Natural Language Learning (CoNLL),2015,Evaluating the effects of competition vs collaboration on user engagement in an immersive game using natural interaction,[No abstract available]
26,Conference on Computational Natural Language Learning (CoNLL),2015,A streaming framework for instant 3D rendering and interaction,[No abstract available]
27,Conference on Computational Natural Language Learning (CoNLL),2015,Contributing to VRPN with a new server for haptic devices,[No abstract available]
28,Conference on Computational Natural Language Learning (CoNLL),2015,The effect of vibration and low-frequency audio on full-body haptic sensations,[No abstract available]
29,Conference on Computational Natural Language Learning (CoNLL),2015,Augmented reality for collision warning and path guide in a vehicle,[No abstract available]
30,Conference on Computational Natural Language Learning (CoNLL),2015,Local context based recognition + internet of things: Complementary infrastructures for future generic mixed reality space,[No abstract available]
31,Conference on Computational Natural Language Learning (CoNLL),2015,Tele-augmentation for remote AR coaching,[No abstract available]
32,Conference on Computational Natural Language Learning (CoNLL),2015,Resolving view difference between eye and camera for proprioceptive pointing and selection in augmented reality applications,[No abstract available]
33,Conference on Computational Natural Language Learning (CoNLL),2015,None,None
34,Conference on Computational Natural Language Learning (CoNLL),2015,An imitation-based approach to represent common ground in a virtual basketball agent team mate,[No abstract available]
35,Conference on Computational Natural Language Learning (CoNLL),2015,Robust image/video super-resolution display,"This paper describes a new method to reconstruct high-resolution video sequences from several observed low-resolution images based on an adaptive Mumford-shah model which is extended by using nonlocal information and low-rank representation. In our regularization framework, joint image restoration and motion estimation are first implemented and then detailed information can be recovered by incorporating new model as a prior term."
36,Conference on Computational Natural Language Learning (CoNLL),2015,Interactive volumetric segmentation through least-squares optimization of local hessian-constrained implicits,[No abstract available]
37,Conference on Computational Natural Language Learning (CoNLL),2015,Color correspondence of image warping using plane constraints,"We demonstrate the effectiveness of our warping method on three examples, and the experiments demonstrate that color differences between meshes are effectively reduced. Our method produces better novel view synthesis results without ghost artifacts."
38,Conference on Computational Natural Language Learning (CoNLL),2015,Flexible point handles metaphor for character deformation,"Skinning using point handles has experimentally shown its effectiveness for stretching, twisting, and supple deformations [Jacobson et al. 2011] which are difficult to achieve using rigid bones. However, point handles are much less effective for limbs bending since their influence weights vary over the skin mesh. This poster presents an efficient scheme, which expands the space of deformations possible to the point handles by supporting rigid bending using a rigidity energy minimization framework. Thus, 3D points that are much easier to design while provide larger space of deformations than a skeleton can be used as alternative handles in character skinning."
39,Conference on Computational Natural Language Learning (CoNLL),2015,Evaluating warped projection cameras,[No abstract available]
40,Conference on Computational Natural Language Learning (CoNLL),2015,Evaluation of factors affecting distance perception in architectural project review in immersive virtual environments,"Distances are perceived as being more compressed in immersive virtual environments (IVEs) than in real environments. The goal of this study is to identify the most important factors that influence decision making and accuracy of distance perception in the context of architectural project reviews. Technical factors such as field of view, display devices and motion parallax were widely studied. In this paper, we have investigated other individual and contextual factors. We conducted a between-subject experiment using an immersive large screen display to examine the influence of the three factors: 1) the cognitive profile of the user (visual, auditory and kinesthetic - VAK), 2) the furnishing of the house, and 3) the locomotion speed, on distance perception. Results reveal that participants with visual profile were more accurate in distance estimation. Further, furnished houses were more suitable for virtual visits. The locomotion speed also seems to influence virtual visits which were better with a slow locomotion speed. Based on the results of our study, we finally present guidelines for setting up architectural project review tools which employ similar setup. © 2015 ACM."
41,Conference on Computational Natural Language Learning (CoNLL),2015,JackIn head: Immersive visual telepresence system with omnidirectional wearable camera for remote collaboration,"Remote collaboration to share abilities over the Internet is one of the ultimate goals of telepresence technology. In this paper, we present JackIn Head, a visual telepresence system with an omnidirectional wearable camera with image motion stabilization. Spherical omnidirectional video footage taken around the head of a local user is stabilized and then broadcast to others, allowing remote users to explore the scene independently of the local user's head direction. We describe the system design of JackIn Head and report the evaluation results of the system's motion decoupling. Then, through an exploratory observation study, we investigate how individuals can remotely interact, communicate with, and assist each other with our system. We report our observation and analysis of inter-personal communication, demonstrating the effectiveness of our system in augmenting remote collaboration. © 2015 ACM."
42,Conference on Computational Natural Language Learning (CoNLL),2015,Distortion score based pose selection for 3D Tele-immersion(Open Access),"3D Tele-Immersion (3DTI) systems capture and transmit large volumes of data per frame to enable virtual world interaction between geographically distributed people. Large delays/latencies introduced during the transmission of these large volumes of data can lead to poor quality of experience of the 3DTI systems. Such poor experiences can possibly be overcome by animating the previously received mesh using the current skeletal data (that is very small in size and hence experiences much lower communication delays). However, using just the previously transmitted mesh for animation is not ideal and could render inconsistent results. In this paper, we present a DIstortion Score based Pose SElection (DISPOSE) approach to render the person by using an appropriate mesh for a given pose. Unlike pose space animation methods that require manual or offline time consuming pose set creation, our distortion score based scheme can choose the mesh to be transmitted and update the pose set accordingly. DISPOSE works with partial meshes and does not require dense registration enabling real time pose space creation. With DISPOSE incorporated into 3DTI, the latency for rendering the mesh on the receiving side is limited by only the transmission delay of the skeletal data (which is only around 250 bytes). Our evaluations show the effectiveness of DISPOSE for generating good quality online animation faster than real time. © 2015 ACM."
43,Conference on Computational Natural Language Learning (CoNLL),2015,Augmented reality-aided tele-presence system for robot manipulation in industrial manufacturing,"This work investigates the use of a highly immersive telepresence system for industrial robotics. A Robot Operating System integrated framework is presented where a remote robot is controlled through operator's movements and muscle contractions captured with a wearable device. An augmented 3D visual feedback is sent to the user providing the remote environment scenario from the robot's point of view and additional information pertaining to the task execution. The system proposed, using robot mounted RGB-D camera, identifies known objects and relates their pose to robot arm pose and to targets relevant to the task execution. The system is preliminary validated during a pick-and-place task using a Baxter robot. The experiment shows the practicability and the effectiveness of the proposed approach. © 2015 ACM."
